,Flight Date,Status,Departure Airport,Departure IATA,Arrival Airport,Arrival IATA,Airline Name,Airline IATA,Flight Number,Flight IATA,Departure Delay,Arrival Delay,Arrival Region,Arrival City,Departure Date,Departure Time,Arrival Date,Arrival Time,Date
2137,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,SpiceJet,SG,190,SG190,10.0,0.0,Asia,Kolkata,2021-09-17,06:15:00,2021-09-17,08:43:00,17-09-2021
2138,2021-09-17,landed,Bangalore International Airport,BLR,Heathrow,LHR,American Airlines,AA,6656,AA6656,55.0,12.0,Europe,London,2021-09-17,07:45:00,2021-09-17,13:12:00,17-09-2021
2139,2021-09-17,landed,Bangalore International Airport,BLR,Netaji Subhas Chandra,CCU,IndiGo,6E,172,6E172,13.0,0.0,Asia,Kolkata,2021-09-17,13:13:00,2021-09-17,15:33:00,17-09-2021
2140,2021-09-17,landed,Bangalore International Airport,BLR,Netaji Subhas Chandra,CCU,IndiGo,6E,344,6E344,11.0,0.0,Asia,Kolkata,2021-09-17,08:35:00,2021-09-17,10:48:00,17-09-2021
2141,2021-09-17,landed,Bangalore International Airport,BLR,Sanganeer,JAI,Air India,AI,523,AI523,6.0,1.0,Asia,Kolkata,2021-09-17,07:06:00,2021-09-17,09:21:00,17-09-2021
2142,2021-09-17,landed,Bangalore International Airport,BLR,Chandigarh,IXC,Vistara,UK,657,UK657,4.0,0.0,Asia,Kolkata,2021-09-17,11:03:00,2021-09-17,13:38:00,17-09-2021
2143,2021-09-17,landed,Bangalore International Airport,BLR,Netaji Subhas Chandra,CCU,IndiGo,6E,503,6E503,12.0,0.0,Asia,Kolkata,2021-09-17,11:33:00,2021-09-17,13:49:00,17-09-2021
2144,2021-09-17,landed,Bangalore International Airport,BLR,Netaji Subhas Chandra,CCU,IndiGo,6E,6339,6E6339,0.0,0.0,Asia,Kolkata,2021-09-17,06:58:00,2021-09-17,09:15:00,17-09-2021
2145,2021-09-17,landed,Bangalore International Airport,BLR,Madras International (Meenambakkam),MAA,IndiGo,6E,6212,6E6212,16.0,0.0,Asia,Kolkata,2021-09-17,10:56:00,2021-09-17,11:36:00,17-09-2021
2146,2021-09-17,landed,Bangalore International Airport,BLR,Amausi,LKO,IndiGo,6E,196,6E196,6.0,0.0,Asia,Kolkata,2021-09-17,06:31:00,2021-09-17,08:45:00,17-09-2021
2147,2021-09-17,landed,Bangalore International Airport,BLR,Netaji Subhas Chandra,CCU,IndiGo,6E,997,6E997,13.0,0.0,Asia,Kolkata,2021-09-17,15:22:00,2021-09-17,17:38:00,17-09-2021
2148,2021-09-17,landed,Bangalore International Airport,BLR,Madras International (Meenambakkam),MAA,IndiGo,6E,841,6E841,4.0,0.0,Asia,Kolkata,2021-09-17,15:04:00,2021-09-17,15:40:00,17-09-2021
2149,2021-09-17,landed,Bangalore International Airport,BLR,Netaji Subhas Chandra,CCU,AirAsia India,I5,2472,I52472,0.0,0.0,Asia,Kolkata,2021-09-17,05:28:00,2021-09-17,07:42:00,17-09-2021
2150,2021-09-17,landed,Bangalore International Airport,BLR,Madras International (Meenambakkam),MAA,AirAsia India,I5,672,I5672,1.0,0.0,Asia,Kolkata,2021-09-17,16:05:00,2021-09-17,16:42:00,17-09-2021
2151,2021-09-17,landed,Bangalore International Airport,BLR,Madras International (Meenambakkam),MAA,IndiGo,6E,6269,6E6269,3.0,0.0,Asia,Kolkata,2021-09-17,07:12:00,2021-09-17,07:51:00,17-09-2021
2152,2021-09-17,landed,Bangalore International Airport,BLR,Heathrow,LHR,Iberia,IB,7356,IB7356,55.0,12.0,Europe,London,2021-09-17,07:45:00,2021-09-17,13:12:00,17-09-2021
2153,2021-09-17,landed,Bangalore International Airport,BLR,Sanganeer,JAI,IndiGo,6E,415,6E415,5.0,15.0,Asia,Kolkata,2021-09-17,07:49:00,2021-09-17,10:24:00,17-09-2021
2154,2021-09-17,landed,Bangalore International Airport,BLR,Dubai,DXB,Emirates,EK,569,EK569,11.0,0.0,Asia,Dubai,2021-09-17,04:35:00,2021-09-17,06:21:00,17-09-2021
2155,2021-09-17,landed,Bangalore International Airport,BLR,Doha International,DOH,Qatar Airways,QR,8049,QR8049,0.0,0.0,Asia,Qatar,2021-09-17,07:55:00,2021-09-17,09:06:00,17-09-2021
2156,2021-09-17,landed,Bangalore International Airport,BLR,Peelamedu,CJB,IndiGo,6E,992,6E992,3.0,0.0,Asia,Kolkata,2021-09-17,14:43:00,2021-09-17,15:21:00,17-09-2021
2157,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,Air Mauritius,MK,8123,MK8123,2.0,0.0,Asia,Kolkata,2021-09-17,06:11:00,2021-09-17,08:40:00,17-09-2021
2158,2021-09-17,landed,Bangalore International Airport,BLR,Frankfurt International Airport,FRA,Air India,AI,8755,AI8755,21.0,0.0,Europe,Berlin,2021-09-17,03:25:00,2021-09-17,08:35:00,17-09-2021
2159,2021-09-17,landed,Bangalore International Airport,BLR,Cochin International,COK,IndiGo,6E,703,6E703,0.0,0.0,Asia,Kolkata,2021-09-17,13:27:00,2021-09-17,14:10:00,17-09-2021
2160,2021-09-17,landed,Bangalore International Airport,BLR,Frankfurt International Airport,FRA,Air Canada,AC,9057,AC9057,21.0,0.0,Europe,Berlin,2021-09-17,03:25:00,2021-09-17,08:35:00,17-09-2021
2161,2021-09-17,landed,Bangalore International Airport,BLR,Cochin International,COK,AirAsia India,I5,1451,I51451,0.0,0.0,Asia,Kolkata,2021-09-17,05:55:00,2021-09-17,06:39:00,17-09-2021
2162,2021-09-17,landed,Bangalore International Airport,BLR,Borjhar,GAU,Vistara,UK,755,UK755,0.0,0.0,Asia,Kolkata,2021-09-17,13:41:00,2021-09-17,16:32:00,17-09-2021
2163,2021-09-17,landed,Bangalore International Airport,BLR,Cochin International,COK,AirAsia India,I5,1622,I51622,0.0,0.0,Asia,Kolkata,2021-09-17,12:39:00,2021-09-17,13:24:00,17-09-2021
2164,2021-09-17,landed,Bangalore International Airport,BLR,Frankfurt International Airport,FRA,SAS,SK,3223,SK3223,21.0,0.0,Europe,Berlin,2021-09-17,03:25:00,2021-09-17,08:35:00,17-09-2021
2165,2021-09-17,landed,Bangalore International Airport,BLR,Dubai,DXB,flydubai,FZ,406,FZ406,32.0,0.0,Asia,Dubai,2021-09-17,11:12:00,2021-09-17,13:00:00,17-09-2021
2166,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,AirAsia India,I5,741,I5741,11.0,0.0,Asia,Kolkata,2021-09-17,11:35:00,2021-09-17,14:02:00,17-09-2021
2167,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,IndiGo,6E,2087,6E2087,10.0,0.0,Asia,Kolkata,2021-09-17,13:04:00,2021-09-17,15:36:00,17-09-2021
2168,2021-09-17,landed,Bangalore International Airport,BLR,Hong Kong International,HKG,Lufthansa,LH,8475,LH8475,34.0,30.0,Asia,Hong_Kong,2021-09-17,11:43:00,2021-09-17,19:34:00,17-09-2021
2169,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,IndiGo,6E,2271,6E2271,10.0,0.0,Asia,Kolkata,2021-09-17,08:00:00,2021-09-17,10:30:00,17-09-2021
2170,2021-09-17,landed,Bangalore International Airport,BLR,Hyderabad Airport,HYD,IndiGo,6E,466,6E466,8.0,0.0,Asia,Kolkata,2021-09-17,16:32:00,2021-09-17,17:22:00,17-09-2021
2171,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,IndiGo,6E,2288,6E2288,5.0,0.0,Asia,Kolkata,2021-09-17,05:34:00,2021-09-17,08:03:00,17-09-2021
2172,2021-09-17,landed,Bangalore International Airport,BLR,Hong Kong International,HKG,Lufthansa,LH,8474,LH8474,34.0,30.0,Asia,Hong_Kong,2021-09-17,11:43:00,2021-09-17,19:34:00,17-09-2021
2173,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,IndiGo,6E,2363,6E2363,14.0,0.0,Asia,Kolkata,2021-09-17,09:53:00,2021-09-17,12:29:00,17-09-2021
2174,2021-09-17,landed,Bangalore International Airport,BLR,Goa International,GOI,IndiGo,6E,667,6E667,4.0,0.0,Asia,Kolkata,2021-09-17,11:13:00,2021-09-17,12:03:00,17-09-2021
2175,2021-09-17,landed,Bangalore International Airport,BLR,Hyderabad Airport,HYD,IndiGo,6E,886,6E886,1.0,0.0,Asia,Kolkata,2021-09-17,08:50:00,2021-09-17,09:39:00,17-09-2021
2176,2021-09-17,landed,Bangalore International Airport,BLR,Devi Ahilyabai Holkar,IDR,IndiGo,6E,6657,6E6657,0.0,0.0,Asia,Kolkata,2021-09-17,12:49:00,2021-09-17,14:22:00,17-09-2021
2177,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,IndiGo,6E,5824,6E5824,0.0,0.0,Asia,Kolkata,2021-09-17,14:34:00,2021-09-17,17:04:00,17-09-2021
2178,2021-09-17,landed,Bangalore International Airport,BLR,Hyderabad Airport,HYD,SpiceJet,SG,7614,SG7614,19.0,0.0,Asia,Kolkata,2021-09-17,07:58:00,2021-09-17,08:47:00,17-09-2021
2179,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,Air India,AI,439,AI439,11.0,0.0,Asia,Kolkata,2021-09-17,12:41:00,2021-09-17,15:03:00,17-09-2021
2180,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,Air India,AI,501,AI501,4.0,0.0,Asia,Kolkata,2021-09-17,13:24:00,2021-09-17,16:00:00,17-09-2021
2181,2021-09-17,landed,Bangalore International Airport,BLR,Hyderabad Airport,HYD,AirAsia India,I5,1576,I51576,0.0,0.0,Asia,Kolkata,2021-09-17,07:23:00,2021-09-17,08:10:00,17-09-2021
2182,2021-09-17,landed,Bangalore International Airport,BLR,Hyderabad Airport,HYD,IndiGo,6E,537,6E537,17.0,0.0,Asia,Kolkata,2021-09-17,15:06:00,2021-09-17,15:59:00,17-09-2021
2183,2021-09-17,landed,Bangalore International Airport,BLR,Goa International,GOI,IndiGo,6E,417,6E417,7.0,0.0,Asia,Kolkata,2021-09-17,14:41:00,2021-09-17,15:30:00,17-09-2021
2184,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,Air India,AI,804,AI804,2.0,0.0,Asia,Kolkata,2021-09-17,06:11:00,2021-09-17,08:40:00,17-09-2021
2185,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,GoAir,G8,9401,G89401,45.0,30.0,Asia,Kolkata,2021-09-17,03:29:00,2021-09-17,05:54:00,17-09-2021
2186,2021-09-17,landed,Bangalore International Airport,BLR,Madurai,IXM,IndiGo,6E,7203,6E7203,3.0,0.0,Asia,Kolkata,2021-09-17,10:53:00,2021-09-17,11:58:00,17-09-2021
2187,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,British Airways,BA,5838,BA5838,9.0,0.0,Asia,Kolkata,2021-09-17,11:38:00,2021-09-17,13:56:00,17-09-2021
2188,2021-09-17,landed,Bangalore International Airport,BLR,Chandigarh,IXC,IndiGo,6E,6512,6E6512,15.0,0.0,Asia,Kolkata,2021-09-17,11:15:00,2021-09-17,13:52:00,17-09-2021
2189,2021-09-17,landed,Bangalore International Airport,BLR,Bagdogra,IXB,AirAsia India,I5,2392,I52392,6.0,0.0,Asia,Kolkata,2021-09-17,11:55:00,2021-09-17,14:33:00,17-09-2021
2190,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,Blue Dart Aviation,BZ,304,BZ304,20.0,0.0,Asia,Kolkata,2021-09-17,00:34:00,2021-09-17,02:55:00,17-09-2021
2191,2021-09-17,landed,Bangalore International Airport,BLR,Bagdogra,IXB,IndiGo,6E,443,6E443,3.0,0.0,Asia,Kolkata,2021-09-17,06:32:00,2021-09-17,09:07:00,17-09-2021
2192,2021-09-17,landed,Bangalore International Airport,BLR,Indira Gandhi International,DEL,GoAir,G8,116,G8116,9.0,4.0,Asia,Kolkata,2021-09-17,07:53:00,2021-09-17,10:28:00,17-09-2021
2193,2021-09-17,landed,Madras International (Meenambakkam),MAA,Ahmedabad,AMD,IndiGo,6E,6244,6E6244,0.0,0.0,Asia,Kolkata,2021-09-17,04:53:00,2021-09-17,06:47:00,17-09-2021
2194,2021-09-17,landed,Madras International (Meenambakkam),MAA,Hyderabad Airport,HYD,IndiGo,6E,6183,6E6183,19.0,1.0,Asia,Kolkata,2021-09-17,16:09:00,2021-09-17,16:59:00,17-09-2021
2195,2021-09-17,landed,Madras International (Meenambakkam),MAA,Lohegaon,PNQ,IndiGo,6E,166,6E166,8.0,0.0,Asia,Kolkata,2021-09-17,13:23:00,2021-09-17,14:41:00,17-09-2021
2196,2021-09-17,landed,Madras International (Meenambakkam),MAA,Sanganeer,JAI,IndiGo,6E,548,6E548,0.0,0.0,Asia,Kolkata,2021-09-17,06:51:00,2021-09-17,09:06:00,17-09-2021
2197,2021-09-17,landed,Madras International (Meenambakkam),MAA,Bhubaneswar,BBI,IndiGo,6E,6627,6E6627,14.0,0.0,Asia,Kolkata,2021-09-17,12:43:00,2021-09-17,14:18:00,17-09-2021
2198,2021-09-17,landed,Madras International (Meenambakkam),MAA,Suvarnabhumi International,BKK,Thai Airways International,TG,338,TG338,0.0,0.0,Asia,Bangkok,2021-09-17,01:06:00,2021-09-17,05:39:00,17-09-2021
2199,2021-09-17,landed,Madras International (Meenambakkam),MAA,Bangalore International Airport,BLR,IndiGo,6E,447,6E447,1.0,0.0,Asia,Kolkata,2021-09-17,09:05:00,2021-09-17,09:37:00,17-09-2021
2200,2021-09-17,landed,Madras International (Meenambakkam),MAA,Madurai,IXM,IndiGo,6E,188,6E188,3.0,0.0,Asia,Kolkata,2021-09-17,16:52:00,2021-09-17,17:43:00,17-09-2021
2201,2021-09-17,landed,Madras International (Meenambakkam),MAA,Bangalore International Airport,BLR,IndiGo,6E,6011,6E6011,5.0,0.0,Asia,Kolkata,2021-09-17,14:35:00,2021-09-17,15:13:00,17-09-2021
2202,2021-09-17,landed,Madras International (Meenambakkam),MAA,Goa International,GOI,IndiGo,6E,128,6E128,10.0,0.0,Asia,Kolkata,2021-09-17,16:04:00,2021-09-17,17:08:00,17-09-2021
2203,2021-09-17,landed,Madras International (Meenambakkam),MAA,Bangalore International Airport,BLR,IndiGo,6E,6897,6E6897,3.0,0.0,Asia,Kolkata,2021-09-17,05:27:00,2021-09-17,06:00:00,17-09-2021
2204,2021-09-17,landed,Madras International (Meenambakkam),MAA,Vishakhapatnam,VTZ,SpiceJet,SG,3831,SG3831,2.0,0.0,Asia,Kolkata,2021-09-17,07:07:00,2021-09-17,08:23:00,17-09-2021
2205,2021-09-17,landed,Madras International (Meenambakkam),MAA,Mysore,MYQ,IndiGo,6E,7259,6E7259,7.0,0.0,Asia,Kolkata,2021-09-17,14:57:00,2021-09-17,16:11:00,17-09-2021
2206,2021-09-17,landed,Madras International (Meenambakkam),MAA,Bangalore International Airport,BLR,IndiGo,6E,847,6E847,1.0,0.0,Asia,Kolkata,2021-09-17,16:46:00,2021-09-17,17:20:00,17-09-2021
2207,2021-09-17,landed,Madras International (Meenambakkam),MAA,Jodhpur,JDH,IndiGo,6E,6073,6E6073,1.0,0.0,Asia,Kolkata,2021-09-17,09:46:00,2021-09-17,11:56:00,17-09-2021
2208,2021-09-17,landed,Madras International (Meenambakkam),MAA,Bangalore International Airport,BLR,Air India,AI,439,AI439,23.0,3.0,Asia,Kolkata,2021-09-17,11:03:00,2021-09-17,11:34:00,17-09-2021
2209,2021-09-17,landed,Madras International (Meenambakkam),MAA,Bangalore International Airport,BLR,SpiceJet,SG,3011,SG3011,0.0,0.0,Asia,Kolkata,2021-09-17,07:47:00,2021-09-17,08:24:00,17-09-2021
2210,2021-09-17,landed,Madras International (Meenambakkam),MAA,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,495,6E495,6.0,0.0,Asia,Kolkata,2021-09-17,10:50:00,2021-09-17,12:21:00,17-09-2021
2211,2021-09-17,landed,Madras International (Meenambakkam),MAA,Madurai,IXM,IndiGo,6E,7195,6E7195,4.0,0.0,Asia,Kolkata,2021-09-17,10:14:00,2021-09-17,11:16:00,17-09-2021
2212,2021-09-17,landed,Madras International (Meenambakkam),MAA,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,5309,6E5309,4.0,0.0,Asia,Kolkata,2021-09-17,07:19:00,2021-09-17,09:02:00,17-09-2021
2213,2021-09-17,landed,Madras International (Meenambakkam),MAA,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,782,6E782,3.0,0.0,Asia,Kolkata,2021-09-17,09:23:00,2021-09-17,10:51:00,17-09-2021
2214,2021-09-17,landed,Madras International (Meenambakkam),MAA,Bagdogra,IXB,IndiGo,6E,973,6E973,12.0,0.0,Asia,Kolkata,2021-09-17,11:46:00,2021-09-17,14:06:00,17-09-2021
2215,2021-09-17,landed,Madras International (Meenambakkam),MAA,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,929,6E929,10.0,0.0,Asia,Kolkata,2021-09-17,15:50:00,2021-09-17,17:22:00,17-09-2021
2216,2021-09-17,landed,Madras International (Meenambakkam),MAA,Hubli,HBX,IndiGo,6E,7986,6E7986,5.0,0.0,Asia,Kolkata,2021-09-17,06:10:00,2021-09-17,07:40:00,17-09-2021
2217,2021-09-17,landed,Madras International (Meenambakkam),MAA,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,998,6E998,1.0,0.0,Asia,Kolkata,2021-09-17,17:00:00,2021-09-17,18:29:00,17-09-2021
2218,2021-09-17,landed,Madras International (Meenambakkam),MAA,Thiruvananthapuram International,TRV,IndiGo,6E,126,6E126,13.0,0.0,Asia,Kolkata,2021-09-17,12:07:00,2021-09-17,13:06:00,17-09-2021
2219,2021-09-17,landed,Madras International (Meenambakkam),MAA,Chhatrapati Shivaji International (Sahar International),BOM,Air India,AI,569,AI569,0.0,0.0,Asia,Kolkata,2021-09-17,07:54:00,2021-09-17,09:21:00,17-09-2021
2220,2021-09-17,landed,Madras International (Meenambakkam),MAA,Civil,TRZ,IndiGo,6E,7145,6E7145,0.0,0.0,Asia,Kolkata,2021-09-17,07:59:00,2021-09-17,08:48:00,17-09-2021
2221,2021-09-17,landed,Madras International (Meenambakkam),MAA,Chhatrapati Shivaji International (Sahar International),BOM,Air India,AI,672,AI672,31.0,0.0,Asia,Kolkata,2021-09-17,15:26:00,2021-09-17,16:52:00,17-09-2021
2222,2021-09-17,landed,Madras International (Meenambakkam),MAA,Chhatrapati Shivaji International (Sahar International),BOM,GoAir,G8,304,G8304,24.0,0.0,Asia,Kolkata,2021-09-17,13:59:00,2021-09-17,15:32:00,17-09-2021
2223,2021-09-17,landed,Madras International (Meenambakkam),MAA,Lohegaon,PNQ,IndiGo,6E,6763,6E6763,2.0,0.0,Asia,Kolkata,2021-09-17,16:06:00,2021-09-17,17:24:00,17-09-2021
2224,2021-09-17,landed,Madras International (Meenambakkam),MAA,Borjhar,GAU,IndiGo,6E,882,6E882,0.0,0.0,Asia,Kolkata,2021-09-17,13:29:00,2021-09-17,16:04:00,17-09-2021
2225,2021-09-17,landed,Madras International (Meenambakkam),MAA,Chhatrapati Shivaji International (Sahar International),BOM,United Airlines,UA,7777,UA7777,0.0,0.0,Asia,Kolkata,2021-09-17,09:49:00,2021-09-17,11:18:00,17-09-2021
2226,2021-09-17,landed,Madras International (Meenambakkam),MAA,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,822,UK822,0.0,0.0,Asia,Kolkata,2021-09-17,09:49:00,2021-09-17,11:18:00,17-09-2021
2227,2021-09-17,landed,Madras International (Meenambakkam),MAA,Netaji Subhas Chandra,CCU,IndiGo,6E,183,6E183,0.0,0.0,Asia,Kolkata,2021-09-17,14:53:00,2021-09-17,16:53:00,17-09-2021
2228,2021-09-17,landed,Madras International (Meenambakkam),MAA,Netaji Subhas Chandra,CCU,IndiGo,6E,292,6E292,13.0,1.0,Asia,Kolkata,2021-09-17,12:27:00,2021-09-17,14:35:00,17-09-2021
2229,2021-09-17,landed,Madras International (Meenambakkam),MAA,Netaji Subhas Chandra,CCU,IndiGo,6E,892,6E892,5.0,0.0,Asia,Kolkata,2021-09-17,08:55:00,2021-09-17,10:57:00,17-09-2021
2230,2021-09-17,landed,Madras International (Meenambakkam),MAA,Netaji Subhas Chandra,CCU,IndiGo,6E,987,6E987,2.0,0.0,Asia,Kolkata,2021-09-17,05:17:00,2021-09-17,07:15:00,17-09-2021
2231,2021-09-17,landed,Madras International (Meenambakkam),MAA,Netaji Subhas Chandra,CCU,Air India,AI,766,AI766,12.0,0.0,Asia,Kolkata,2021-09-17,07:12:00,2021-09-17,09:12:00,17-09-2021
2232,2021-09-17,landed,Madras International (Meenambakkam),MAA,Netaji Subhas Chandra,CCU,AirAsia India,I5,557,I5557,0.0,0.0,Asia,Kolkata,2021-09-17,07:35:00,2021-09-17,09:49:00,17-09-2021
2233,2021-09-17,landed,Madras International (Meenambakkam),MAA,Peelamedu,CJB,IndiGo,6E,238,6E238,3.0,0.0,Asia,Kolkata,2021-09-17,12:12:00,2021-09-17,12:54:00,17-09-2021
2234,2021-09-17,landed,Madras International (Meenambakkam),MAA,Hyderabad Airport,HYD,IndiGo,6E,384,6E384,0.0,0.0,Asia,Kolkata,2021-09-17,05:15:00,2021-09-17,06:04:00,17-09-2021
2235,2021-09-17,landed,Madras International (Meenambakkam),MAA,Peelamedu,CJB,IndiGo,6E,605,6E605,8.0,0.0,Asia,Kolkata,2021-09-17,14:22:00,2021-09-17,15:04:00,17-09-2021
2236,2021-09-17,landed,Madras International (Meenambakkam),MAA,Hyderabad Airport,HYD,IndiGo,6E,269,6E269,1.0,0.0,Asia,Kolkata,2021-09-17,09:00:00,2021-09-17,09:50:00,17-09-2021
2237,2021-09-17,landed,Madras International (Meenambakkam),MAA,Borjhar,GAU,IndiGo,6E,112,6E112,0.0,0.0,Asia,Kolkata,2021-09-17,05:24:00,2021-09-17,07:55:00,17-09-2021
2238,2021-09-17,landed,Madras International (Meenambakkam),MAA,Peelamedu,CJB,IndiGo,6E,881,6E881,0.0,0.0,Asia,Kolkata,2021-09-17,09:57:00,2021-09-17,10:35:00,17-09-2021
2239,2021-09-17,landed,Madras International (Meenambakkam),MAA,Madurai,IXM,IndiGo,6E,7193,6E7193,2.0,0.0,Asia,Kolkata,2021-09-17,06:21:00,2021-09-17,07:07:00,17-09-2021
2240,2021-09-17,landed,Madras International (Meenambakkam),MAA,Peelamedu,CJB,Air India,AI,429,AI429,0.0,0.0,Asia,Kolkata,2021-09-17,13:16:00,2021-09-17,13:57:00,17-09-2021
2241,2021-09-17,landed,Madras International (Meenambakkam),MAA,Bandaranaike International,CMB,IndiGo,6E,8481,6E8481,9.0,0.0,Asia,Colombo,2021-09-17,13:14:00,2021-09-17,14:17:00,17-09-2021
2242,2021-09-17,landed,Madras International (Meenambakkam),MAA,Hyderabad Airport,HYD,IndiGo,6E,757,6E757,10.0,0.0,Asia,Kolkata,2021-09-17,12:30:00,2021-09-17,13:23:00,17-09-2021
2243,2021-09-17,landed,Madras International (Meenambakkam),MAA,Dubai,DXB,flydubai,FZ,448,FZ448,50.0,9.0,Asia,Dubai,2021-09-17,05:44:00,2021-09-17,07:53:00,17-09-2021
2244,2021-09-17,landed,Madras International (Meenambakkam),MAA,Bandaranaike International,CMB,SriLankan Airlines,UL,122,UL122,10.0,0.0,Asia,Colombo,2021-09-17,10:10:00,2021-09-17,11:12:00,17-09-2021
2245,2021-09-17,landed,Madras International (Meenambakkam),MAA,Bandaranaike International,CMB,SriLankan Airlines,UL,124,UL124,28.0,0.0,Asia,Colombo,2021-09-17,00:57:00,2021-09-17,01:53:00,17-09-2021
2246,2021-09-17,landed,Madras International (Meenambakkam),MAA,Lohegaon,PNQ,IndiGo,6E,502,6E502,0.0,0.0,Asia,Kolkata,2021-09-17,08:02:00,2021-09-17,09:19:00,17-09-2021
2247,2021-09-17,landed,Madras International (Meenambakkam),MAA,Cochin International,COK,IndiGo,6E,157,6E157,0.0,0.0,Asia,Kolkata,2021-09-17,08:06:00,2021-09-17,08:53:00,17-09-2021
2248,2021-09-17,landed,Madras International (Meenambakkam),MAA,Cochin International,COK,IndiGo,6E,514,6E514,1.0,0.0,Asia,Kolkata,2021-09-17,16:11:00,2021-09-17,17:07:00,17-09-2021
2249,2021-09-17,landed,Madras International (Meenambakkam),MAA,Amausi,LKO,IndiGo,6E,515,6E515,11.0,0.0,Asia,Kolkata,2021-09-17,10:55:00,2021-09-17,13:03:00,17-09-2021
2250,2021-09-17,landed,Madras International (Meenambakkam),MAA,Zia International,DAC,US-Bangla Airlines,BS,206,BS206,23.0,5.0,Asia,Dhaka,2021-09-17,13:53:00,2021-09-17,16:35:00,17-09-2021
2251,2021-09-17,landed,Madras International (Meenambakkam),MAA,Indira Gandhi International,DEL,IndiGo,6E,216,6E216,9.0,0.0,Asia,Kolkata,2021-09-17,06:28:00,2021-09-17,09:03:00,17-09-2021
2252,2021-09-17,landed,Madras International (Meenambakkam),MAA,Sharjah,SHJ,Air Arabia,G9,472,G9472,17.0,0.0,Asia,Dubai,2021-09-17,04:37:00,2021-09-17,06:45:00,17-09-2021
2253,2021-09-17,landed,Madras International (Meenambakkam),MAA,Kuwait International,KWI,Jazeera Airways,J9,1428,J91428,12.0,0.0,Asia,Kuwait,2021-09-17,03:41:00,2021-09-17,05:50:00,17-09-2021
2254,2021-09-17,landed,Madras International (Meenambakkam),MAA,Indira Gandhi International,DEL,IndiGo,6E,2394,6E2394,17.0,0.0,Asia,Kolkata,2021-09-17,12:36:00,2021-09-17,15:13:00,17-09-2021
2255,2021-09-17,landed,Madras International (Meenambakkam),MAA,Indira Gandhi International,DEL,IndiGo,6E,5035,6E5035,12.0,0.0,Asia,Kolkata,2021-09-17,10:12:00,2021-09-17,12:42:00,17-09-2021
2256,2021-09-17,landed,Madras International (Meenambakkam),MAA,Indira Gandhi International,DEL,Air India,AI,347,AI347,34.0,0.0,Asia,Kolkata,2021-09-17,00:43:00,2021-09-17,03:04:00,17-09-2021
2257,2021-09-17,landed,Madras International (Meenambakkam),MAA,Indira Gandhi International,DEL,Air India,AI,440,AI440,0.0,0.0,Asia,Kolkata,2021-09-17,06:06:00,2021-09-17,08:37:00,17-09-2021
2258,2021-09-17,landed,Madras International (Meenambakkam),MAA,Kuwait International,KWI,IndiGo,6E,1751,6E1751,0.0,0.0,Asia,Kuwait,2021-09-17,06:39:00,2021-09-17,08:45:00,17-09-2021
2259,2021-09-17,landed,Madras International (Meenambakkam),MAA,Indira Gandhi International,DEL,Vistara,UK,832,UK832,9.0,0.0,Asia,Kolkata,2021-09-17,07:14:00,2021-09-17,09:43:00,17-09-2021
2260,2021-09-17,landed,Madras International (Meenambakkam),MAA,Dubai,DXB,Emirates,EK,545,EK545,16.0,0.0,Asia,Dubai,2021-09-17,10:06:00,2021-09-17,12:01:00,17-09-2021
2261,2021-09-17,landed,Madras International (Meenambakkam),MAA,Indira Gandhi International,DEL,Vistara,UK,836,UK836,20.0,0.0,Asia,Kolkata,2021-09-17,11:09:00,2021-09-17,13:32:00,17-09-2021
2262,2021-09-17,landed,Madras International (Meenambakkam),MAA,Doha International,DOH,Qatar Airways,QR,529,QR529,39.0,0.0,Asia,Qatar,2021-09-17,04:18:00,2021-09-17,05:36:00,17-09-2021
2263,2021-09-17,landed,Madras International (Meenambakkam),MAA,Dubai,DXB,Emirates,EK,543,EK543,13.0,0.0,Asia,Dubai,2021-09-17,04:13:00,2021-09-17,06:11:00,17-09-2021
